ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
71191,"Alexandra Linsley ""Allie"" Long",F,28.0,173.0,64.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
71205,"Nicholas James ""Nic"" Long",M,26.0,188.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Cycling,"[""Cycling Men's BMX""]",[nan]
71467,Steven Lopez,M,37.0,191.0,83.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Taekwondo,"[""Taekwondo Men's Welterweight""]",[nan]
71788,"Daniel ""Dan"" Lowe",M,23.0,183.0,82.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Men's Small-Bore Rifle, Three Positions, 50 metres"", ""Shooting Men's Air Rifle, 10 metres""]",[nan]
71799,Karsta Lowe,F,23.0,193.0,82.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Women's Volleyball""]",['Bronze']
71822,Kyle Lowry,M,30.0,183.0,93.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Basketball,"[""Basketball Men's Basketball""]",['Gold']
72023,"Nicholas ""Nick"" Lucena",M,36.0,185.0,84.0,United States-1,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Beach Volleyball,"[""Beach Volleyball Men's Beach Volleyball""]",[nan]
72072,Grace Luczak,F,27.0,191.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Coxless Pairs""]",[nan]
73175,"Elizabeth ""Beezie"" Madden (Patton-)",F,52.0,168.0,63.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Jumping, Team', 'Equestrianism Mixed Jumping, Individual']","[nan, 'Silver']"
73221,Tianna Madison-Bartoletta,F,30.0,168.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Long Jump"", ""Athletics Women's 4 x 100 metres Relay"", ""Athletics Women's 100 metres""]","[nan, 'Gold']"
74135,"Martilou ""Marti"" Malloy",F,30.0,161.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Judo,"[""Judo Women's Lightweight""]",[nan]
74177,Maggie Malone,F,22.0,173.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Javelin Throw""]",[nan]
74197,Joe Maloy,M,30.0,175.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Triathlon,"[""Triathlon Men's Olympic Distance""]",[nan]
74477,Alyssa Manley,F,22.0,158.0,53.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
74485,John Devlin Mann,M,31.0,199.0,113.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Men's Water Polo""]",[nan]
74639,Simone Ashley Manuel,F,20.0,178.0,73.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 50 metres Freestyle"", ""Swimming Women's 4 x 100 metres Medley Relay"", ""Swimming Women's 100 metres Freestyle"", ""Swimming Women's 4 x 100 metres Freestyle Relay""]","['Silver', 'Gold']"
74950,Melanie Margalis,F,24.0,173.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 200 metres Individual Medley"", ""Swimming Women's 4 x 200 metres Freestyle Relay""]","[nan, 'Gold']"
75285,Helen Louise Maroulis,F,24.0,163.0,57.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Wrestling,"[""Wrestling Women's Featherweight, Freestyle""]",['Gold']
75468,Adrienne Elizabeth  Martelli,F,28.0,186.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Quadruple Sculls""]",[nan]
75538,Boyd Martin,M,36.0,188.0,79.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Three-Day Event, Team', 'Equestrianism Mixed Three-Day Event, Individual']",[nan]
75698,Brenda Martinez,F,28.0,170.0,56.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 1,500 metres""]",[nan]
76230,Alexander Chen Massialas,M,22.0,188.0,81.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Men's Foil, Individual"", ""Fencing Men's Foil, Team""]","['Silver', 'Bronze']"
76407,Courtney Lynn Kaiulani  Mathewson,F,29.0,171.0,69.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Women's Water Polo""]",['Gold']
76644,Bethanie Lynn Mattek-Sands,F,31.0,168.0,66.0,United States-2,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Tennis,"['Tennis Mixed Doubles', ""Tennis Women's Doubles""]","[nan, 'Gold']"
76993,Mikaela Joslin Mayer,F,26.0,175.0,60.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Boxing,"[""Boxing Women's Lightweight""]",[nan]
77390,Francena Lynette McCorory,F,27.0,171.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 4 x 400 metres Relay""]",['Gold']
77394,Angel Lajuane McCoughtry,F,29.0,185.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Basketball,"[""Basketball Women's Basketball""]",['Gold']
77425,Conor McCullough,M,25.0,196.0,107.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Hammer Throw""]",[nan]
77508,Devin McEwan,M,31.0,178.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Canoeing,"[""Canoeing Men's Canadian Doubles, Slalom""]",[nan]
77543,Natalie McGiffert,F,19.0,160.0,44.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,"[""Rhythmic Gymnastics Women's Group""]",[nan]
77782,Sydney McLaughlin,F,16.0,175.0,60.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 400 metres Hurdles""]",[nan]
77907,"Stuart ""Stu"" McNay",M,35.0,171.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Men's Two Person Dinghy""]",[nan]
77932,Michael McPhail,M,34.0,183.0,89.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Men's Small-Bore Rifle, Prone, 50 metres""]",[nan]
77939,Inika McPherson,F,29.0,165.0,52.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's High Jump""]",[nan]
77940,Paige Arielle McPherson,F,25.0,173.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Taekwondo,"[""Taekwondo Women's Welterweight""]",[nan]
77950,Tony McQuay,M,26.0,181.0,72.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 4 x 400 metres Relay""]",['Gold']
77983,Hassan Mead,M,25.0,188.0,66.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 5,000 metres""]",[nan]
78267,"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 100 metres Breaststroke"", ""Swimming Women's 4 x 100 metres Medley Relay""]","['Bronze', 'Gold']"
78281,Gerek Lin Meinhardt,M,26.0,183.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Men's Foil, Individual"", ""Fencing Men's Foil, Team""]","[nan, 'Bronze']"
78531,Miranda Melville,F,27.0,157.0,50.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 20 kilometres Walk""]",[nan]
78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 400 metres"", ""Athletics Men's 4 x 400 metres Relay"", ""Athletics Men's 200 metres""]","[nan, 'Gold', 'Bronze']"
79447,Maria Lynn Michta-Coffey,F,30.0,166.0,49.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 20 kilometres Walk""]",[nan]
79722,"Samuel Anthony ""Sam"" Mikulak",M,23.0,165.0,64.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Gymnastics,"[""Gymnastics Men's Individual All-Around"", ""Gymnastics Men's Team All-Around"", ""Gymnastics Men's Horizontal Bar"", ""Gymnastics Men's Floor Exercise"", ""Gymnastics Men's Pommelled Horse"", ""Gymnastics Men's Parallel Bars"", ""Gymnastics Men's Rings""]",[nan]
79803,Emil Ivanov Milev,M,48.0,178.0,84.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Men's Rapid-Fire Pistol, 25 metres""]",[nan]
79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 4 x 100 metres Medley Relay"", ""Swimming Men's 100 metres Breaststroke""]","['Bronze', 'Gold']"
79922,"Matthew ""Matt"" Miller",M,27.0,196.0,99.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Coxless Fours""]",[nan]
79945,Heather Miller-Koch,F,29.0,175.0,64.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Heptathlon""]",[nan]
81160,Frank Aniello Molinaro,M,27.0,163.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Wrestling,"[""Wrestling Men's Welterweight, Freestyle""]",[nan]
81538,Clark Montgomery,M,35.0,183.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Three-Day Event, Team', 'Equestrianism Mixed Three-Day Event, Individual']",[nan]
81671,Maya April Moore,F,27.0,183.0,79.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Basketball,"[""Basketball Women's Basketball""]",['Gold']
82008,"Alexandra Patricia ""Alex"" Morgan",F,27.0,173.0,62.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
82257,"Joseph ""Joe"" Morris",M,26.0,178.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Men's Skiff""]",[nan]
82271,Sandi Morris,F,24.0,173.0,62.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Pole Vault""]",['Silver']
82418,Merrill Moses,M,38.0,191.0,97.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Men's Water Polo""]",[nan]
82865,Felice Mueller,F,26.0,185.0,73.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Coxless Pairs""]",[nan]
82900,Dalilah Muhammad,F,26.0,173.0,55.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 400 metres Hurdles""]",['Gold']
82901,Ibtihaj Muhammad,F,30.0,170.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Women's Sabre, Individual"", ""Fencing Women's Sabre, Team""]","[nan, 'Bronze']"
83307,"Robert ""Rob"" Munn",M,26.0,193.0,98.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Coxed Eights""]",[nan]
83514,Clayton Murphy,M,21.0,180.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 800 metres""]",['Bronze']
83534,Kelly Murphy,F,26.0,188.0,77.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Women's Volleyball""]",['Bronze']
83545,Ryan Murphy,M,21.0,191.0,91.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 100 metres Backstroke"", ""Swimming Men's 4 x 100 metres Medley Relay"", ""Swimming Men's 200 metres Backstroke""]",['Gold']
83692,Meghan Musnicki,F,33.0,183.0,73.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Coxed Eights""]",['Gold']
83703,"Madeline ""Maddie"" Musselman",F,18.0,181.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Women's Water Polo""]",['Gold']
84014,"Alexander Michael ""Alex"" Naddour",M,25.0,170.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Gymnastics,"[""Gymnastics Men's Team All-Around"", ""Gymnastics Men's Rings"", ""Gymnastics Men's Floor Exercise"", ""Gymnastics Men's Pommelled Horse""]","[nan, 'Bronze']"
84586,Tyler Nase,M,25.0,183.0,71.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Lightweight Coxless Fours""]",[nan]
84965,Lia Neal,F,21.0,178.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 4 x 100 metres Freestyle Relay""]",['Silver']
85037,Ashley Nee,F,27.0,163.0,55.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Canoeing,"[""Canoeing Women's Kayak Singles, Slalom""]",[nan]
85507,Kiley Neushul,F,23.0,173.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Women's Water Polo""]",['Gold']
86571,Folau Moeloa Niua,M,31.0,183.0,89.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Men's Rugby Sevens""]",[nan]
87356,John Hamilton Nunn,M,38.0,188.0,78.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 50 kilometres Walk""]",[nan]
87436,Barbara Udoezi Nwaba,F,27.0,175.0,66.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Heptathlon""]",[nan]
87691,Paula Lynn Parrocho  Obanana,F,31.0,160.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Badminton,"[""Badminton Women's Doubles""]",[nan]
87764,Alex Obert,M,24.0,196.0,105.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Men's Water Polo""]",[nan]
87911,Glenn Ochal,M,30.0,194.0,95.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Coxed Eights""]",[nan]
87956,"Kathleen ""Katie"" O'Donnell-Bam",F,27.0,155.0,54.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
88226,Kelley Maureen O'Hara,F,27.0,165.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
88373,"Samuel ""Sam"" Ojserkis",M,26.0,173.0,55.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Coxed Eights""]",[nan]
88474,Courtney Okolo,F,22.0,173.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 4 x 400 metres Relay""]",['Gold']
88555,Meghan O'Leary,F,31.0,183.0,74.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Double Sculls""]",[nan]
89439,Keturah Orji,F,20.0,165.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Triple Jump""]",[nan]
90604,Caleb Paine,M,25.0,191.0,98.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Men's One Person Heavyweight Dinghy""]",['Bronze']
91769,Jessica Parratto,F,22.0,157.0,51.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Diving,"[""Diving Women's Synchronized Platform"", ""Diving Women's Platform""]",[nan]
91882,Pedro Pascual Suitt,M,20.0,185.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Men's Windsurfer""]",[nan]
92027,Lydia Paterson,F,19.0,163.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Women's Air Pistol, 10 metres""]",[nan]
92105,Casey Patterson,M,36.0,198.0,89.0,United States-2,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Beach Volleyball,"[""Beach Volleyball Men's Beach Volleyball""]",[nan]
92125,Kara Estelle Patterson-Winger,F,30.0,183.0,83.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Javelin Throw""]",[nan]
92531,Jacob Pebley,M,22.0,193.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 200 metres Backstroke""]",[nan]
93605,Kasey Perry-Glass,F,28.0,163.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Dressage, Team', 'Equestrianism Mixed Dressage, Individual']","[nan, 'Bronze']"
93840,Steffen Peters,M,51.0,173.0,68.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Equestrianism,"['Equestrianism Mixed Dressage, Team', 'Equestrianism Mixed Dressage, Individual']","[nan, 'Bronze']"
94406,"Michael Fred Phelps, II",M,31.0,193.0,91.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 100 metres Butterfly"", ""Swimming Men's 4 x 200 metres Freestyle Relay"", ""Swimming Men's 4 x 100 metres Freestyle Relay"", ""Swimming Men's 200 metres Butterfly"", ""Swimming Men's 4 x 100 metres Medley Relay"", ""Swimming Men's 200 metres Individual Medley""]","['Silver', 'Gold']"
94505,Taylor Phinney,M,26.0,196.0,81.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Cycling,"[""Cycling Men's Individual Time Trial"", ""Cycling Men's Road Race, Individual""]",[nan]
94713,Blake Pieroni,M,20.0,188.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 4 x 100 metres Freestyle Relay""]",['Gold']
94882,Gerina Michelle Piller (Mendoza-),F,31.0,170.0,65.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Golf,"[""Golf Women's Individual""]",[nan]
95002,Ben Pinkelman,M,22.0,193.0,100.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Men's Rugby Sevens""]",[nan]
95168,Elena Sergeyevna Pirozhkova,F,29.0,168.0,72.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Wrestling,"[""Wrestling Women's Middleweight, Freestyle""]",[nan]
95532,David Edward Plummer,M,30.0,191.0,95.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 100 metres Backstroke"", ""Swimming Men's 4 x 100 metres Medley Relay""]","['Bronze', 'Gold']"
95862,Amanda Polk,F,30.0,180.0,84.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Coxed Eights""]",['Gold']
96020,Sattawat Pongnairat,M,26.0,180.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Badminton,"[""Badminton Men's Doubles""]",[nan]
96315,"Jeffrey Issack ""Jeff"" Porter",M,30.0,183.0,86.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 110 metres Hurdles""]",[nan]
96399,Alise Rose Post,F,25.0,158.0,58.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Cycling,"[""Cycling Women's BMX""]",['Silver']
96488,Jillion Paige  Potter,F,30.0,178.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rugby Sevens,"[""Rugby Sevens Women's Rugby Sevens""]",[nan]
96737,Jenna Prandini,F,23.0,173.0,60.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 200 metres""]",[nan]
96857,Robin Prendes,M,27.0,186.0,72.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Lightweight Coxless Fours""]",[nan]
96858,Josh Prenot,M,23.0,180.0,76.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Men's 200 metres Breaststroke""]",['Silver']
96874,Nzingha Prescod,F,23.0,163.0,62.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Women's Foil, Individual""]",[nan]
96878,Christen Annemarie Press,F,27.0,168.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
96938,DeAnna Marie Price,F,23.0,173.0,100.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Hammer Throw""]",[nan]
96957,William Reid Priddy,M,38.0,194.0,89.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Men's Volleyball""]",['Bronze']
97249,Briana Provancha,F,27.0,170.0,67.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Women's Two Person Dinghy""]",[nan]
97256,"Benjamin Errol ""Ben"" Provisor",M,26.0,173.0,88.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Wrestling,"[""Wrestling Men's Light-Heavyweight, Greco-Roman""]",[nan]
97313,Jason Pryor,M,28.0,175.0,80.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Fencing,"[""Fencing Men's epee, Individual""]",[nan]
97428,Mallory Diane Pugh,F,18.0,163.0,55.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
97895,Colleen Quigley,F,23.0,175.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 3,000 metres Steeplechase""]",[nan]
98410,Paige Railey,F,29.0,173.0,66.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Sailing,"[""Sailing Women's One Person Dinghy""]",[nan]
98437,"Alexandra Rose ""Aly"" Raisman",F,22.0,157.0,52.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Gymnastics,"[""Gymnastics Women's Balance Beam"", ""Gymnastics Women's Uneven Bars"", ""Gymnastics Women's Team All-Around"", ""Gymnastics Women's Floor Exercise"", ""Gymnastics Women's Individual All-Around""]","['Silver', nan, 'Gold']"
98552,Rajeev Ram,M,32.0,193.0,84.0,United States-1,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Tennis,"['Tennis Mixed Doubles', ""Tennis Men's Doubles""]","['Silver', nan]"
98926,Megan Anna Rapinoe,F,31.0,168.0,60.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Football,"[""Football Women's Football""]",[nan]
99522,Patrick Nathaniel Reed,M,25.0,183.0,91.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Golf,"[""Golf Men's Individual""]",[nan]
99538,Brittney Davon Reese,F,29.0,173.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's Long Jump""]",['Silver']
99568,Emily Regan,F,28.0,188.0,81.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Women's Coxed Eights""]",['Gold']
99815,Julia Reinprecht,F,25.0,161.0,55.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
99816,"Katherine ""Katie"" Reinprecht",F,26.0,163.0,57.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Hockey,"[""Hockey Women's Hockey""]",[nan]
100315,"Kimberly Susan ""Kim"" Rhode (-Harryman)",F,37.0,163.0,82.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Women's Skeet""]",['Bronze']
100588,Joshua Richmond,M,30.0,188.0,91.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Shooting,"[""Shooting Men's Double Trap""]",[nan]
101292,Gil Roberts,M,27.0,188.0,82.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 400 metres"", ""Athletics Men's 4 x 400 metres Relay""]","[nan, 'Gold']"
101381,Ricky Robertson,M,25.0,180.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's High Jump""]",[nan]
101421,Byron Robinson,M,21.0,175.0,75.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 400 metres Hurdles""]",[nan]
101454,Kelsey Robinson,F,24.0,188.0,70.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Volleyball,"[""Volleyball Women's Volleyball""]",['Bronze']
101488,Sarah Elizabeth Robles,F,28.0,178.0,141.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Weightlifting,"[""Weightlifting Women's Super-Heavyweight""]",['Bronze']
101632,"Michael ""Mike"" Rodgers",M,31.0,175.0,81.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's 4 x 100 metres Relay""]",[nan]
101894,Alex Roelse,M,21.0,204.0,115.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Water Polo,"[""Water Polo Men's Water Polo""]",[nan]
102103,Monica Rokhman,F,19.0,173.0,56.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,"[""Rhythmic Gymnastics Women's Group""]",[nan]
102175,Brianna Rollins,F,24.0,165.0,59.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 100 metres Hurdles""]",['Gold']
102679,April Elizabeth Ross,F,34.0,185.0,75.0,United States-1,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Beach Volleyball,"[""Beach Volleyball Women's Beach Volleyball""]",['Bronze']
103025,Shannon Nicole Rowbury,F,31.0,166.0,52.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Women's 1,500 metres""]",[nan]
103469,Henrik Rummel,M,28.0,196.0,97.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Rowing,"[""Rowing Men's Coxless Fours""]",[nan]
103490,Cierra Runge,F,20.0,193.0,85.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Swimming,"[""Swimming Women's 4 x 200 metres Freestyle Relay""]",['Gold']
103528,Galen Rupp,M,30.0,181.0,61.0,United States,USA,['2016 Summer'],2016,Summer,Rio de Janeiro,Athletics,"[""Athletics Men's Marathon"", ""Athletics Men's 10,000 metres""]","[nan, 'Bronze']"
