ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,EventMedal
16733,Jordan Ernest Burroughs,Male,28.0,171.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Middleweight, Freestyle']",['Did Not Place'],"Middleweight, Freestyle: Did Not Place"
16923,Jimmy Butler III,Male,26.0,201.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
17159,"Donald ""Donn"" Cabral",Male,26.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['3,000 metres Steeplechase']",['Did Not Place'],"3,000 metres Steeplechase: Did Not Place"
17679,Amber Campbell,Female,35.0,171.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Hammer Throw'],['Did Not Place'],Hammer Throw: Did Not Place
17680,"Andrew Campbell, Jr.",Male,24.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Lightweight Double Sculls'],['Did Not Place'],Lightweight Double Sculls: Did Not Place
18167,Kelsey Card,Female,23.0,178.0,116.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Discus Throw'],['Did Not Place'],Discus Throw: Did Not Place
18354,Ryan Carlyle,Female,26.0,168.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
18653,Michelle Denee Carter,Female,30.0,176.0,136.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Shot Put'],['Gold'],Shot Put: Gold
18976,Kristi Castlin,Female,28.0,170.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['100 metres Hurdles'],['Bronze'],100 metres Hurdles: Bronze
19044,Tamika Devonne Catchings,Female,37.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
19057,Kelly Catlin,Female,20.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['Team Pursuit'],['Silver'],Team Pursuit: Silver
19335,"Matthew Gerald ""Matt"" Centrowitz, Jr.",Male,26.0,176.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['1,500 metres']",['Gold'],"1,500 metres: Gold"
19547,Louisa Chafee,Female,24.0,165.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['ixed Multihull'],['Did Not Place'],ixed Multihull: Did Not Place
19644,Miles Cleveland Chamley-Watson,Male,26.0,193.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Foil, Team', 'Foil, Individual']","['Did Not Place', 'Bronze']","Foil, Individual: Did Not Place; Foil, Team: Bronze"
19901,Tina Alexandria Charles,Female,27.0,193.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
20133,Paul Kipkemboi Chelimo,Male,25.0,175.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['5,000 metres']",['Silver'],"5,000 metres: Silver"
20599,Phillip Hung Chew,Male,22.0,173.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,"['ixed Doubles', 'Doubles']",['Did Not Place'],Doubles: Did Not Place; ixed Doubles: Did Not Place
21270,Micah Makanamaikalani Christenson,Male,23.0,198.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
21817,"Caroline Archer ""KK"" Clark",Female,26.0,188.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
21954,"William Bundu ""Will"" Claye",Male,25.0,181.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Triple Jump'],['Silver'],Triple Jump: Silver
21990,Kerron Stephon Clement,Male,30.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['400 metres Hurdles'],['Gold'],400 metres Hurdles: Gold
22002,Kyle Clemons,Male,25.0,180.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 400 metres Relay'],['Gold'],4 x 400 metres Relay: Gold
22143,Emma Jane Coburn,Female,25.0,173.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['3,000 metres Steeplechase']",['Bronze'],"3,000 metres Steeplechase: Bronze"
22242,Corey Cogdell-Unrein,Female,29.0,173.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,['Trap'],['Bronze'],Trap: Bronze
22324,"Charles ""Charlie"" Cole",Male,30.0,194.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxless Fours'],['Did Not Place'],Coxless Fours: Did Not Place
22342,Christian Coleman,Male,20.0,175.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 100 metres Relay'],['Did Not Place'],4 x 100 metres Relay: Did Not Place
22662,"John ""Jack"" Conger",Male,21.0,193.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['4 x 200 metres Freestyle Relay'],['Gold'],4 x 200 metres Freestyle Relay: Gold
22675,"Kimberley Frances ""Kim"" Conley",Female,30.0,161.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['5,000 metres']",['Did Not Place'],"5,000 metres: Did Not Place"
22829,Charles Albert Shone Conwell,Male,18.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,['Middleweight'],['Did Not Place'],Middleweight: Did Not Place
22857,Kassidy Leigh Cook,Female,21.0,163.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,['Springboard'],['Did Not Place'],Springboard: Did Not Place
23040,Kevin Cordes,Male,22.0,196.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['200 metres Breaststroke', '4 x 100 metres Medley Relay', '100 metres Breaststroke']","['Did Not Place', 'Gold']",4 x 100 metres Medley Relay: Gold; 100 metres Breaststroke: Did Not Place; 200 metres Breaststroke: Did Not Place
23497,DeMarcus Amir Cousins,Male,25.0,210.0,122.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
23585,J'den Michael Tbory Cox,Male,21.0,180.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Light-Heavyweight, Freestyle']",['Bronze'],"Light-Heavyweight, Freestyle: Bronze"
23616,"Amelia ""Amy"" Cozad",Female,25.0,160.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,['Synchronized Platform'],['Did Not Place'],Synchronized Platform: Did Not Place
23640,Morgan Craft,Female,23.0,160.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,['Skeet'],['Did Not Place'],Skeet: Did Not Place
23657,"Kameryn Louise ""Kami"" Craig",Female,29.0,181.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
23665,Brooke Leeann Crain,Female,23.0,160.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['BMX'],['Did Not Place'],BMX: Did Not Place
23680,Lauren Crandall,Female,31.0,161.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
23974,Ryan Crouser,Male,23.0,201.0,125.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Shot Put'],['Gold'],Shot Put: Gold
23975,"Samuel ""Sam"" Crouser",Male,24.0,198.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Javelin Throw'],['Did Not Place'],Javelin Throw: Did Not Place
24339,Logan Perry Cunningham,Male,25.0,175.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Pole Vault'],['Did Not Place'],Pole Vault: Did Not Place
24344,Vashti Cunningham,Female,18.0,185.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['High Jump'],['Did Not Place'],High Jump: Did Not Place
24352,Luca Cupido,Male,20.0,188.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
24584,"Abigail ""Abbey"" D'Agostino",Female,24.0,160.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['5,000 metres']",['Did Not Place'],"5,000 metres: Did Not Place"
24981,"Phillip Peter ""Phil"" Dalhausser",Male,36.0,206.0,93.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,['Beach Volleyball'],['Did Not Place'],Beach Volleyball: Did Not Place
25040,"Jacob ""Jake"" Dalton",Male,24.0,168.0,67.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Rings', 'Team All-Around', 'Floor Exercise', 'Horizontal Bar', 'Horse Vault', 'Parallel Bars']",['Did Not Place'],Team All-Around: Did Not Place; Floor Exercise: Did Not Place; Horse Vault: Did Not Place; Rings: Did Not Place; Horizontal Bar: Did Not Place; Parallel Bars: Did Not Place
25663,Desiree Nicole Davila-Linden,Female,33.0,155.0,43.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Marathon'],['Did Not Place'],Marathon: Did Not Place
25709,Lucy Davis,Female,23.0,165.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Jumping, Individual', 'ixed Jumping, Team']","['Silver', 'Did Not Place']","ixed Jumping, Individual: Did Not Place; ixed Jumping, Team: Silver"
25738,Lea Davison,Female,33.0,168.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"['Mountainbike, Cross-Country']",['Did Not Place'],"Mountainbike, Cross-Country: Did Not Place"
25799,Rachel Dawson,Female,31.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
27263,Angelica Delgado,Female,25.0,160.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,['Half-Lightweight'],['Did Not Place'],Half-Lightweight: Did Not Place
27357,Elena Delle Donne,Female,26.0,195.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",Female,30.0,166.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Long Jump'],['Did Not Place'],Long Jump: Did Not Place
27393,"Nicholas ""Nick"" Delpopolo",Male,27.0,173.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,['Lightweight'],['Did Not Place'],Lightweight: Did Not Place
27630,Daniel Paul Dennis-Kengott,Male,29.0,165.0,57.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Featherweight, Freestyle']",['Did Not Place'],"Featherweight, Freestyle: Did Not Place"
27743,DeMar Darnell DeRozan,Male,26.0,201.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
27750,Eli Dershwitz,Male,20.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Sabre, Individual']",['Did Not Place'],"Sabre, Individual: Did Not Place"
28734,"Madeline Jane ""Maya"" DiRado",Female,23.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['400 metres Individual Medley', '200 metres Backstroke', '4 x 200 metres Freestyle Relay', '200 metres Individual Medley']","['Silver', 'Bronze', 'Gold']",400 metres Individual Medley: Silver; 200 metres Individual Medley: Bronze; 200 metres Backstroke: Gold; 4 x 200 metres Freestyle Relay: Gold
28746,Michael DiSanto,Male,26.0,185.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
28878,Tervel Ivaylov Dlagnev,Male,30.0,188.0,122.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Super-Heavyweight, Freestyle']",['Did Not Place'],"Super-Heavyweight, Freestyle: Did Not Place"
29292,Sam Dommer,Male,24.0,188.0,92.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
29444,Logan Dooley,Male,28.0,175.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,['Individual'],['Did Not Place'],Individual: Did Not Place
29520,Sam Dorman,Male,24.0,175.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,['Synchronized Springboard'],['Silver'],Synchronized Springboard: Silver
29686,"Gabrielle Christina Victoria ""Gabby"" Douglas",Female,20.0,157.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Individual All-Around', 'Team All-Around', 'Floor Exercise', 'Uneven Bars', 'Balance Beam']","['Did Not Place', 'Gold']",Floor Exercise: Did Not Place; Uneven Bars: Did Not Place; Balance Beam: Did Not Place; Individual All-Around: Did Not Place; Team All-Around: Gold
29817,Lauren Doyle,Female,25.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
29989,Caeleb Remel Dressel,Male,19.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Medley Relay', '4 x 100 metres Freestyle Relay', '100 metres Freestyle']","['Did Not Place', 'Gold']",100 metres Freestyle: Did Not Place; 4 x 100 metres Medley Relay: Gold; 4 x 100 metres Freestyle Relay: Gold
30676,Crystal Alyssia Dunn,Female,24.0,157.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
30713,Thomas Dunstan,Male,18.0,194.0,96.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
30807,Kevin Wayne Durant,Male,27.0,206.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
30869,Andrew Durutalo,Male,28.0,188.0,107.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
30918,Phillip Peter Dutton,Male,52.0,168.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Three-Day Event, Team', 'ixed Three-Day Event, Individual']","['Bronze', 'Did Not Place']","ixed Three-Day Event, Individual: Bronze; ixed Three-Day Event, Team: Did Not Place"
31012,Conor James Dwyer,Male,27.0,196.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['200 metres Freestyle', '4 x 200 metres Freestyle Relay', '400 metres Freestyle']","['Bronze', 'Did Not Place', 'Gold']",4 x 200 metres Freestyle Relay: Gold; 200 metres Freestyle: Bronze; 400 metres Freestyle: Did Not Place
31055,Chlo Dygert (-Owen),Female,19.0,176.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['Team Pursuit'],['Silver'],Team Pursuit: Silver
31205,Ashton James Eaton,Male,28.0,186.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Decathlon'],['Gold'],Decathlon: Gold
31277,Nate Ebner,Male,27.0,185.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
31687,Casey Eichfeld,Male,26.0,178.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"['Canadian Singles, Slalom', 'Canadian Doubles, Slalom']",['Did Not Place'],"Canadian Doubles, Slalom: Did Not Place; Canadian Singles, Slalom: Did Not Place"
31708,Kiana Eide,Female,17.0,160.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,['Group'],['Did Not Place'],Group: Did Not Place
31782,Tracy Eisser,Female,26.0,185.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Quadruple Sculls'],['Did Not Place'],Quadruple Sculls: Did Not Place
32316,"Walton Glenn Eller, III",Male,34.0,188.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,['Double Trap'],['Did Not Place'],Double Trap: Did Not Place
32382,Taylor Ellis-Watson,Female,23.0,183.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 400 metres Relay'],['Gold'],4 x 400 metres Relay: Gold
32384,Brady Lee Ellison,Male,27.0,181.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,"['Individual', 'Team']","['Silver', 'Bronze']",Individual: Bronze; Team: Silver
32404,Amanda Elmore,Female,25.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
32517,"Matthew D. ""Matt"" Emmons",Male,35.0,175.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Small-Bore Rifle, Three Positions, 50 metres']",['Did Not Place'],"Small-Bore Rifle, Three Positions, 50 metres: Did Not Place"
32652,Whitney Elizabeth Engen,Female,28.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
32779,Christina Epps,Female,25.0,175.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Triple Jump'],['Did Not Place'],Triple Jump: Did Not Place
33079,Anthony Lee Ervin,Male,35.0,191.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Freestyle Relay', '50 metres Freestyle']",['Gold'],4 x 100 metres Freestyle Relay: Gold; 50 metres Freestyle: Gold
33426,Andrew Evans,Male,25.0,198.0,114.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Discus Throw'],['Did Not Place'],Discus Throw: Did Not Place
33610,"Joanne ""Nana"" Fa'avesi",Female,24.0,168.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
33749,Anthony Louis Fahden,Male,30.0,181.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Lightweight Coxless Fours'],['Did Not Place'],Lightweight Coxless Fours: Did Not Place
33875,Katelyn Falgowski,Female,27.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
34099,Carmen Farmer,Female,35.0,185.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
34164,Kent Farrington,Male,35.0,173.0,66.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Jumping, Individual', 'ixed Jumping, Team']","['Silver', 'Did Not Place']","ixed Jumping, Individual: Did Not Place; ixed Jumping, Team: Silver"
34168,Kendrick James Farris,Male,30.0,168.0,94.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,['Middle-Heavyweight'],['Did Not Place'],Middle-Heavyweight: Did Not Place
34233,Rachel Fattal,Female,22.0,173.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
34433,Stefanie Fee,Female,26.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
34467,"James ""Jimmy"" Feigen",Male,26.0,196.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['4 x 100 metres Freestyle Relay'],['Gold'],4 x 100 metres Freestyle Relay: Gold
34551,Allyson Michelle Felix,Female,30.0,168.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['400 metres', '4 x 100 metres Relay', '4 x 400 metres Relay']","['Silver', 'Gold']",4 x 100 metres Relay: Gold; 4 x 400 metres Relay: Gold; 400 metres: Silver
34598,Lauren Fendrick,Female,34.0,185.0,75.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,['Beach Volleyball'],['Did Not Place'],Beach Volleyball: Did Not Place
34620,"Yijun ""Tom"" Feng",Male,19.0,186.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,"['Singles', 'Team']",['Did Not Place'],Singles: Did Not Place; Team: Did Not Place
35194,Connor Evan Fields,Male,23.0,183.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['BMX'],['Gold'],BMX: Gold
35426,Mason Finley,Male,25.0,203.0,158.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Discus Throw'],['Did Not Place'],Discus Throw: Did Not Place
35496,Aria Fischer,Female,17.0,183.0,78.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
35523,Makenzie Fischer,Female,19.0,186.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
35721,Shalane Flanagan (-Edwards),Female,35.0,166.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Marathon'],['Did Not Place'],Marathon: Did Not Place
35839,Hali Flickinger,Female,22.0,168.0,52.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['200 metres Butterfly'],['Did Not Place'],200 metres Butterfly: Did Not Place
36056,Victoria Folayan,Female,31.0,165.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
36557,"Rick Yutaka ""Rickie"" Fowler",Male,27.0,175.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,['Individual'],['Did Not Place'],Individual: Did Not Place
36558,Sylvia Shaqueria Fowles,Female,30.0,198.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
36677,Phyllis Chanez Francis,Female,24.0,180.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['400 metres', '4 x 400 metres Relay']","['Did Not Place', 'Gold']",4 x 400 metres Relay: Gold; 400 metres: Did Not Place
36785,"Melissa Jeanette ""Missy"" Franklin",Female,21.0,188.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['200 metres Freestyle', '4 x 200 metres Freestyle Relay', '200 metres Backstroke']","['Did Not Place', 'Gold']",4 x 200 metres Freestyle Relay: Gold; 200 metres Backstroke: Did Not Place; 200 metres Freestyle: Did Not Place
37090,Courtney Frerichs,Female,23.0,170.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['3,000 metres Steeplechase']",['Did Not Place'],"3,000 metres Steeplechase: Did Not Place"
37654,Sean Patrick Furey,Male,33.0,188.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Javelin Throw'],['Did Not Place'],Javelin Throw: Did Not Place
38162,"Jacqueline ""Jackie"" Galloway",Female,20.0,178.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,['Heavyweight'],['Bronze'],Heavyweight: Bronze
38761,English Gardner,Female,24.0,168.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['4 x 100 metres Relay', '100 metres']","['Did Not Place', 'Gold']",100 metres: Did Not Place; 4 x 100 metres Relay: Gold
38864,Zach Garrett,Male,21.0,178.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,"['Individual', 'Team']","['Silver', 'Did Not Place']",Team: Silver; Individual: Did Not Place
39035,Justin Alexander Gatlin,Male,34.0,186.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['4 x 100 metres Relay', '200 metres', '100 metres']","['Silver', 'Did Not Place']",200 metres: Did Not Place; 100 metres: Silver; 4 x 100 metres Relay: Did Not Place
39191,Tyson Lashane Gay,Male,33.0,181.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 100 metres Relay'],['Did Not Place'],4 x 100 metres Relay: Did Not Place
39561,Paul George,Male,26.0,206.0,99.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
39877,Andrea Geubelle,Female,25.0,163.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Triple Jump'],['Did Not Place'],Triple Jump: Did Not Place
40132,"Jacob Spiker ""Jake"" Gibb",Male,40.0,201.0,95.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,['Beach Volleyball'],['Did Not Place'],Beach Volleyball: Did Not Place
40279,Kaleigh Gilchrist,Female,24.0,176.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
40709,Alisha Rebecca Glass,Female,28.0,183.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
40904,Tessa Gobbo,Female,25.0,185.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
41613,Melissa Ann Gonzalez,Female,27.0,161.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
42192,Kate Grace,Female,27.0,173.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['800 metres'],['Did Not Place'],800 metres: Did Not Place
42506,Laura Graves,Female,29.0,173.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Dressage, Team', 'ixed Dressage, Individual']","['Did Not Place', 'Bronze']","ixed Dressage, Team: Bronze; ixed Dressage, Individual: Did Not Place"
42517,Adeline Maria Gray,Female,25.0,173.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"['Heavyweight, Freestyle']",['Did Not Place'],"Heavyweight, Freestyle: Did Not Place"
42622,Draymond Jamal Green,Male,26.0,200.0,104.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
42849,Kelly Griffin,Female,29.0,163.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
