ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,EventMedal
42994,Brittney Yevette Griner,Female,25.0,203.0,94.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
43081,Sarah Brooke Groff-True,Female,34.0,173.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,['Olympic Distance'],['Did Not Place'],Olympic Distance: Did Not Place
43226,Howard Grotts,Male,23.0,171.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"['Mountainbike, Cross-Country']",['Did Not Place'],"Mountainbike, Cross-Country: Did Not Place"
43470,Megan Guarnier,Female,31.0,163.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"['Road Race, Individual']",['Did Not Place'],"Road Race, Individual: Did Not Place"
43786,Bora Gulari,Male,40.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['ixed Multihull'],['Did Not Place'],ixed Multihull: Did Not Place
43999,Nareg Guregian,Male,27.0,196.0,98.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxless Pairs'],['Did Not Place'],Coxless Pairs: Did Not Place
44479,Francis Townley Haas,Male,19.0,196.0,84.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['200 metres Freestyle', '4 x 200 metres Freestyle Relay']","['Did Not Place', 'Gold']",4 x 200 metres Freestyle Relay: Gold; 200 metres Freestyle: Did Not Place
44559,Austin Hack,Male,24.0,203.0,100.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
44638,Annie Haeger,Female,26.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Two Person Dinghy'],['Did Not Place'],Two Person Dinghy: Did Not Place
44993,Arman Hall,Male,22.0,183.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['4 x 400 metres Relay'],['Gold'],4 x 400 metres Relay: Gold
45026,Marielle Hall,Female,24.0,160.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['10,000 metres']",['Did Not Place'],"10,000 metres: Did Not Place"
45098,"Benjamin ""Ben"" Hallock",Male,18.0,199.0,108.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Did Not Place'],Water Polo: Did Not Place
45332,Sarah Kathryn Hammer (-Sparks),Female,32.0,171.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"['Team Pursuit', 'Omnium']",['Silver'],Team Pursuit: Silver; Omnium: Silver
45525,Vincent Hancock,Male,27.0,173.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,['Skeet'],['Did Not Place'],Skeet: Did Not Place
45648,Molly Hannis,Female,24.0,170.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['200 metres Breaststroke'],['Did Not Place'],200 metres Breaststroke: Did Not Place
46091,Christa Deanne Harmotto-Dietzen,Female,29.0,188.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
46207,Kayla Harrison,Female,26.0,173.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,['Half-Heavyweight'],['Gold'],Half-Heavyweight: Gold
46266,"Michael ""Mike"" Hartfield",Male,26.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Long Jump'],['Did Not Place'],Long Jump: Did Not Place
46542,Natasha Monique Hastings,Female,30.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['400 metres', '4 x 400 metres Relay']","['Did Not Place', 'Gold']",4 x 400 metres Relay: Gold; 400 metres: Did Not Place
46543,Amy Elizabeth Hastings-Cragg,Female,32.0,163.0,45.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Marathon'],['Did Not Place'],Marathon: Did Not Place
46999,Tobin Powell Heath,Female,28.0,168.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
47384,Ryan Held,Male,21.0,,,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['4 x 100 metres Freestyle Relay'],['Gold'],4 x 100 metres Freestyle Relay: Gold
47578,"Jeffrey ""Jeff"" Henderson",Male,27.0,183.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Long Jump'],['Gold'],Long Jump: Gold
47632,Paris Henken,Female,20.0,168.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Skiff'],['Did Not Place'],Skiff: Did Not Place
48041,"Lauren Zoe ""Laurie"" Hernandez",Female,16.0,152.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Team All-Around', 'Balance Beam', 'Floor Exercise']","['Silver', 'Did Not Place', 'Gold']",Floor Exercise: Did Not Place; Balance Beam: Silver; Team All-Around: Gold
48058,Nico Miguel Hernandez,Male,20.0,165.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,['Light-Flyweight'],['Bronze'],Light-Flyweight: Bronze
48478,David Higgins,Male,22.0,175.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Small-Bore Rifle, Prone, 50 metres']",['Did Not Place'],"Small-Bore Rifle, Prone, 50 metres: Did Not Place"
48562,Darrell Hill,Male,22.0,191.0,145.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Shot Put'],['Did Not Place'],Shot Put: Did Not Place
48581,"Kimberly ""Kim"" Hill",Female,26.0,193.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
48595,"Samantha ""Sami"" Hill",Female,24.0,183.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
48869,"Michael ""Mike"" Hixon",Male,22.0,173.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,"['Synchronized Springboard', 'Springboard']","['Silver', 'Did Not Place']",Springboard: Did Not Place; Synchronized Springboard: Silver
49221,"Margaret ""Maggie"" Hogan",Female,37.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"['Kayak Singles, 200 metres', 'Kayak Singles, 500 metres']",['Did Not Place'],"Kayak Singles, 200 metres: Did Not Place; Kayak Singles, 500 metres: Did Not Place"
49497,Katharine Holmes,Female,23.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['epee, Individual', 'epee, Team']",['Did Not Place'],"epee, Individual: Did Not Place; epee, Team: Did Not Place"
49581,"Maxwell Philip ""Max"" Holt",Male,29.0,208.0,90.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
49661,Daryl Homer,Male,26.0,173.0,74.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Sabre, Individual']",['Silver'],"Sabre, Individual: Silver"
49891,Lindsey Michelle Horan,Female,22.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
50176,Cyrus Dean Hostetler,Male,29.0,188.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Javelin Throw'],['Did Not Place'],Javelin Throw: Did Not Place
50240,Shelby Houlihan,Female,23.0,160.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['5,000 metres']",['Did Not Place'],"5,000 metres: Did Not Place"
50337,Chaunte LaTasha Howard-Lowe,Female,32.0,176.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['High Jump'],['Did Not Place'],High Jump: Did Not Place
50778,Molly Huddle (-Benninger),Female,31.0,166.0,48.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['10,000 metres']",['Did Not Place'],"10,000 metres: Did Not Place"
50861,"David ""Dave"" Hughes",Male,38.0,185.0,71.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Two Person Dinghy'],['Did Not Place'],Two Person Dinghy: Did Not Place
50875,Madison John Hughes,Male,23.0,173.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
51133,Courtney Lyn Hurley,Female,25.0,173.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['epee, Individual', 'epee, Team']",['Did Not Place'],"epee, Individual: Did Not Place; epee, Team: Did Not Place"
51134,Kelley Anne Hurley,Female,28.0,175.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['epee, Individual', 'epee, Team']",['Did Not Place'],"epee, Individual: Did Not Place; epee, Team: Did Not Place"
52020,Race Alick Reid Imboden,Male,23.0,185.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Foil, Team']",['Bronze'],"Foil, Team: Bronze"
52109,Emily Infeld,Female,26.0,163.0,50.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['10,000 metres']",['Did Not Place'],"10,000 metres: Did Not Place"
52302,Martin Iosefo,Male,26.0,187.0,95.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
52321,Kristian Bettega Ipsen,Male,23.0,170.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,['Springboard'],['Did Not Place'],Springboard: Did Not Place
52383,Kyrie Andrew Irving,Male,24.0,190.0,87.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
52427,Isabella Isaksen (-El-Geziry),Female,22.0,173.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,['Individual'],['Did Not Place'],Individual: Did Not Place
52429,Margaux Isaksen,Female,24.0,178.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,['Individual'],['Did Not Place'],Individual: Did Not Place
52577,Carlin Russell Isles,Male,26.0,173.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
53283,Connor Jaeger,Male,25.0,185.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['1,500 metres Freestyle', '400 metres Freestyle']","['Silver', 'Did Not Place']","1,500 metres Freestyle: Silver; 400 metres Freestyle: Did Not Place"
53289,"Thomas ""Tom"" Jaeschke",Male,22.0,198.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
53305,Evan Reese Jager,Male,27.0,188.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['3,000 metres Steeplechase']",['Silver'],"3,000 metres Steeplechase: Silver"
54056,Jessica Javelet,Female,31.0,168.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
54731,Kanak Jha,Male,16.0,166.0,51.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,"['Singles', 'Team']",['Did Not Place'],Singles: Did Not Place; Team: Did Not Place
55052,Charles Jock,Male,26.0,191.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['800 metres'],['Did Not Place'],800 metres: Did Not Place
55332,Ashleigh Johnson,Female,21.0,186.0,81.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,['Water Polo'],['Gold'],Water Polo: Gold
55372,Felisha Johnson,Female,27.0,185.0,127.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Shot Put'],['Did Not Place'],Shot Put: Did Not Place
55406,Kathryn Johnson,Female,24.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
55416,Kibw Rasheid Johnson,Male,35.0,188.0,102.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Hammer Throw'],['Did Not Place'],Hammer Throw: Did Not Place
55461,Steele Alexander Johnson,Male,20.0,188.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,"['Platform', 'Synchronized Platform']","['Silver', 'Did Not Place']",Platform: Did Not Place; Synchronized Platform: Silver
55463,Steve Johnson,Male,26.0,188.0,86.0,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,"['Singles', 'Doubles']","['Did Not Place', 'Bronze']",Doubles: Bronze; Singles: Did Not Place
55498,"Abigail Louise ""Abby"" Johnston",Female,26.0,165.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Diving,['Springboard'],['Did Not Place'],Springboard: Did Not Place
55515,Julie Beth Johnston (-Ertz),Female,24.0,170.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
55874,"Hyland DeAndre Jordan, Jr.",Male,28.0,211.0,120.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
55916,Gwen Rosemary Jorgensen (-Lemieux),Female,30.0,178.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,['Olympic Distance'],['Gold'],Olympic Distance: Gold
56887,Chase Tyler Kalisz,Male,22.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['400 metres Individual Medley'],['Silver'],400 metres Individual Medley: Silver
56934,Megan Elizabeth Kalmoe,Female,32.0,178.0,72.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Quadruple Sculls'],['Did Not Place'],Quadruple Sculls: Did Not Place
57081,"Jacob Robert ""Jake"" Linde-Kaminski ",Male,27.0,178.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Archery,"['Individual', 'Team']","['Silver', 'Did Not Place']",Team: Silver; Individual: Did Not Place
57265,Alisa Kano,Female,21.0,163.0,48.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,['Group'],['Did Not Place'],Group: Did Not Place
57297,Ben Kanute,Male,23.0,183.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,['Olympic Distance'],['Did Not Place'],Olympic Distance: Did Not Place
57777,"Alexander ""Alex"" Karwoski",Male,25.0,193.0,91.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
57788,Devery Karz,Female,28.0,173.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Lightweight Double Sculls'],['Did Not Place'],Lightweight Double Sculls: Did Not Place
57878,Michelle Plourde Kasold,Female,29.0,161.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
57905,"Stephen ""Steve"" Kasprzyk",Male,34.0,201.0,103.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Did Not Place'],Coxed Eights: Did Not Place
58405,"Mebrahtom R. ""Meb"" Keflezighi",Male,41.0,166.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Marathon'],['Did Not Place'],Marathon: Did Not Place
58608,Leyla Alev Kelter,Female,25.0,168.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,['Rugby Sevens'],['Did Not Place'],Rugby Sevens: Did Not Place
58688,Sam Kendricks,Male,23.0,185.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Pole Vault'],['Bronze'],Pole Vault: Bronze
58994,Madison Keys,Female,21.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,['Singles'],['Did Not Place'],Singles: Did Not Place
59588,Lee Kiefer,Female,22.0,163.0,49.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"['Foil, Individual']",['Did Not Place'],"Foil, Individual: Did Not Place"
59596,Lauren Kieffer,Female,29.0,178.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Three-Day Event, Team', 'ixed Three-Day Event, Individual']",['Did Not Place'],"ixed Three-Day Event, Individual: Did Not Place; ixed Three-Day Event, Team: Did Not Place"
60479,Edward King,Male,27.0,193.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Lightweight Coxless Fours'],['Did Not Place'],Lightweight Coxless Fours: Did Not Place
60494,Lilly King,Female,19.0,175.0,70.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['200 metres Breaststroke', '4 x 100 metres Medley Relay', '100 metres Breaststroke']","['Did Not Place', 'Gold']",4 x 100 metres Medley Relay: Gold; 200 metres Breaststroke: Did Not Place; 100 metres Breaststroke: Gold
60499,Morghan Whitney King,Female,30.0,153.0,48.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,['Flyweight'],['Did Not Place'],Flyweight: Did Not Place
60572,"Jaclyn Elisabeth ""Jackie"" Kintzer-Briggs",Female,28.0,168.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
60588,Shadrack Kipchirchir,Male,27.0,173.0,54.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['10,000 metres']",['Did Not Place'],"10,000 metres: Did Not Place"
61293,Meghan Elizabeth Klingenberg,Female,28.0,157.0,55.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
61812,Madison Taylor Kocian,Female,19.0,157.0,46.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Team All-Around', 'Uneven Bars']","['Silver', 'Gold']",Uneven Bars: Silver; Team All-Around: Gold
62260,Kelsey Kolojejchick,Female,24.0,161.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
62449,Josh Konieczny,Male,25.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Lightweight Double Sculls'],['Did Not Place'],Lightweight Double Sculls: Did Not Place
62791,Leonard Essau Korir,Male,29.0,170.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['10,000 metres']",['Did Not Place'],"10,000 metres: Did Not Place"
62854,Mariya Koroleva,Female,26.0,165.0,56.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,['Duet'],['Did Not Place'],Duet: Did Not Place
63392,"Joseph Mathias ""Joe"" Kovacs",Male,27.0,183.0,134.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Shot Put'],['Silver'],Shot Put: Silver
63560,Lucas Kozeniesky,Male,21.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Air Rifle, 10 metres']",['Did Not Place'],"Air Rifle, 10 metres: Did Not Place"
64032,"Alexandra Blaire ""Ali"" Krieger",Female,32.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
64576,"Matthew Gregory ""Matt"" Kuchar",Male,38.0,193.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,['Individual'],['Bronze'],Individual: Bronze
64637,Denis Kudla,Male,23.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,['Singles'],['Did Not Place'],Singles: Did Not Place
65542,"Erik Kynard, Jr.",Male,25.0,194.0,89.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['High Jump'],['Did Not Place'],High Jump: Did Not Place
65854,Bernard Kipchirchir Lagat,Male,41.0,173.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['5,000 metres']",['Did Not Place'],"5,000 metres: Did Not Place"
66131,Stephen Lambdin,Male,28.0,188.0,109.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,['Heavyweight'],['Did Not Place'],Heavyweight: Did Not Place
66861,Jordan Quinn Larson-Burbach,Female,29.0,188.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
67047,Grace Latz,Female,28.0,183.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Quadruple Sculls'],['Did Not Place'],Quadruple Sculls: Did Not Place
67357,Jarrion Lawson,Male,22.0,188.0,78.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['4 x 100 metres Relay', 'Long Jump']",['Did Not Place'],Long Jump: Did Not Place; 4 x 100 metres Relay: Did Not Place
67558,"Robert ""Bobby"" Lea",Male,32.0,188.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['Omnium'],['Did Not Place'],Omnium: Did Not Place
67746,"Kathleen Genevieve ""Katie"" Ledecky",Female,19.0,183.0,73.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 100 metres Freestyle Relay', '200 metres Freestyle', '4 x 200 metres Freestyle Relay', '800 metres Freestyle', '400 metres Freestyle']","['Silver', 'Gold']",4 x 100 metres Freestyle Relay: Silver; 4 x 200 metres Freestyle Relay: Gold; 400 metres Freestyle: Gold; 200 metres Freestyle: Gold; 800 metres Freestyle: Gold
67839,David Cameron Lee,Male,34.0,203.0,105.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
67867,Eva Lee,Female,29.0,168.0,59.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,['Doubles'],['Did Not Place'],Doubles: Did Not Place
68847,Marion Lepert,Female,20.0,178.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,['Windsurfer'],['Did Not Place'],Windsurfer: Did Not Place
69258,Stacy Lewis (-Chadwell),Female,31.0,165.0,60.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,['Individual'],['Did Not Place'],Individual: Did Not Place
69285,Danell Johan Leyva Gonzalez,Male,24.0,170.0,68.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,"['Horizontal Bar', 'Parallel Bars', 'Team All-Around', 'Pommelled Horse']","['Silver', 'Did Not Place']",Team All-Around: Did Not Place; Parallel Bars: Silver; Pommelled Horse: Did Not Place; Horizontal Bar: Silver
70498,Jay Litherland,Male,20.0,183.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,['400 metres Individual Medley'],['Did Not Place'],400 metres Individual Medley: Did Not Place
70843,Carli Anne Lloyd (-Hollins),Female,34.0,170.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
70844,Carli Ellen Lloyd,Female,26.0,180.0,75.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
70965,Ryan Steven Lochte,Male,32.0,188.0,88.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,"['4 x 200 metres Freestyle Relay', '200 metres Individual Medley']","['Did Not Place', 'Gold']",200 metres Individual Medley: Did Not Place; 4 x 200 metres Freestyle Relay: Gold
71034,"Eleanor ""Elle"" Logan",Female,28.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxed Eights'],['Gold'],Coxed Eights: Gold
71191,"Alexandra Linsley ""Allie"" Long",Female,28.0,173.0,64.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Football,['Football'],['Did Not Place'],Football: Did Not Place
71205,"Nicholas James ""Nic"" Long",Male,26.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,['BMX'],['Did Not Place'],BMX: Did Not Place
71467,Steven Lopez,Male,37.0,191.0,83.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,['Welterweight'],['Did Not Place'],Welterweight: Did Not Place
71788,"Daniel ""Dan"" Lowe",Male,23.0,183.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"['Small-Bore Rifle, Three Positions, 50 metres', 'Air Rifle, 10 metres']",['Did Not Place'],"Air Rifle, 10 metres: Did Not Place; Small-Bore Rifle, Three Positions, 50 metres: Did Not Place"
71799,Karsta Lowe,Female,23.0,193.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,['Volleyball'],['Bronze'],Volleyball: Bronze
71822,Kyle Lowry,Male,30.0,183.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,['Basketball'],['Gold'],Basketball: Gold
72023,"Nicholas ""Nick"" Lucena",Male,36.0,185.0,84.0,United States-1,USA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,['Beach Volleyball'],['Did Not Place'],Beach Volleyball: Did Not Place
72072,Grace Luczak,Female,27.0,191.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,['Coxless Pairs'],['Did Not Place'],Coxless Pairs: Did Not Place
73175,"Elizabeth ""Beezie"" Madden (Patton-)",Female,52.0,168.0,63.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"['ixed Jumping, Individual', 'ixed Jumping, Team']","['Silver', 'Did Not Place']","ixed Jumping, Individual: Did Not Place; ixed Jumping, Team: Silver"
73221,Tianna Madison-Bartoletta,Female,30.0,168.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"['4 x 100 metres Relay', 'Long Jump', '100 metres']","['Did Not Place', 'Gold']",100 metres: Did Not Place; 4 x 100 metres Relay: Gold; Long Jump: Gold
74135,"Martilou ""Marti"" Malloy",Female,30.0,161.0,58.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Judo,['Lightweight'],['Did Not Place'],Lightweight: Did Not Place
74177,Maggie Malone,Female,22.0,173.0,77.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,['Javelin Throw'],['Did Not Place'],Javelin Throw: Did Not Place
74197,Joe Maloy,Male,30.0,175.0,65.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,['Olympic Distance'],['Did Not Place'],Olympic Distance: Did Not Place
74477,Alyssa Manley,Female,22.0,158.0,53.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,['Hockey'],['Did Not Place'],Hockey: Did Not Place
